Entity,Code,Year,"Homicide rate per 100,000 population - Male - All ages","Homicide rate per 100,000 population - Female - All ages",Continent
Saint Lucia,LCA,2000,26.050303,3.0548112,
Saint Lucia,LCA,2002,44.177116,8.113115,
Saint Lucia,LCA,2003,41.953854,2.5735362,
Saint Lucia,LCA,2004,40.653873,4.7033906,
Saint Lucia,LCA,2009,38.91813,7.1577497,
Saint Lucia,LCA,2010,45.171886,6.4173617,
Saint Lucia,LCA,2011,45.062172,8.47949,
Saint Lucia,LCA,2012,37.85916,7.284787,
Saint Lucia,LCA,2013,32.297504,5.728394,
Saint Lucia,LCA,2014,39.057564,0,
Saint Lucia,LCA,2015,26.315489,5.6675205,North America
Saint Lucia,LCA,2016,31.915924,2.2552238,
Saint Lucia,LCA,2017,51.118065,4.487726,
Saint Lucia,LCA,2018,37.366245,4.4656315,
Saint Lucia,LCA,2019,51.929287,0,
Saint Lucia,LCA,2020,52.912735,5.5303006,
Saint Lucia,LCA,2021,69.709915,8.819168,
Saint Martin (French part),MAF,2015,,,North America
Saint Pierre and Miquelon,SPM,2006,0,0,
Saint Pierre and Miquelon,SPM,2015,,,North America
Saint Vincent and the Grenadines,VCT,2004,39.631466,11.275433,
Saint Vincent and the Grenadines,VCT,2005,33.19038,12.774422,
Saint Vincent and the Grenadines,VCT,2006,24.30749,11.298924,
Saint Vincent and the Grenadines,VCT,2007,54.888077,16.417429,
Saint Vincent and the Grenadines,VCT,2008,23.031677,5.568807,
Saint Vincent and the Grenadines,VCT,2009,34.77441,6.4341664,
Saint Vincent and the Grenadines,VCT,2010,39.30923,5.6241913,
Saint Vincent and the Grenadines,VCT,2016,66.34905,7.7363453,
Saint Vincent and the Grenadines,VCT,2017,62.932663,9.704498,
Saint Vincent and the Grenadines,VCT,2018,50.13369,13.612188,
Saint Vincent and the Grenadines,VCT,2019,35.424297,0,
Saint Vincent and the Grenadines,VCT,2020,52.401093,9.765911,
Saint Vincent and the Grenadines,VCT,2021,60.1402,0,
Saint Vincent and the Grenadines,VCT,2015,,,North America
Samoa,WSM,2017,5.65403,0.98511976,
Samoa,WSM,2018,11.2046385,0.9746351,
Samoa,WSM,2015,,,Oceania
San Marino,SMR,1995,0,0,
San Marino,SMR,1996,0,0,
San Marino,SMR,1997,0,0,
San Marino,SMR,1998,0,0,
San Marino,SMR,1999,0,0,
San Marino,SMR,2000,0,0,
San Marino,SMR,2001,0,0,
San Marino,SMR,2002,0,7.0015755,
San Marino,SMR,2003,0,0,
San Marino,SMR,2004,0,0,
San Marino,SMR,2005,0,0,
San Marino,SMR,2006,0,0,
San Marino,SMR,2007,0,0,
San Marino,SMR,2008,0,0,
San Marino,SMR,2009,0,0,
San Marino,SMR,2010,0,0,
San Marino,SMR,2011,0,0,
San Marino,SMR,2015,,,Europe
Sao Tome and Principe,STP,2006,0,0,
Sao Tome and Principe,STP,2007,0,0,
Sao Tome and Principe,STP,2008,0,0,
Sao Tome and Principe,STP,2009,0,0,
Sao Tome and Principe,STP,2010,0,0,
Sao Tome and Principe,STP,2011,0,0,
Sao Tome and Principe,STP,2015,,,Africa
Saudi Arabia,SAU,2015,,,Asia
Saxony,OWID_SAX,2015,,,Europe
Senegal,SEN,2015,,,Africa
Serbia,SRB,2000,4.3904276,1.4574838,
Serbia,SRB,2001,4.376761,1.8498298,
Serbia,SRB,2002,3.7750723,1.3707887,
Serbia,SRB,2003,2.8600307,1.6460983,
Serbia,SRB,2004,2.9781306,1.2548009,
Serbia,SRB,2005,2.7024872,1.1092916,
Serbia,SRB,2006,2.796084,1.2625202,
Serbia,SRB,2007,3.1053329,1.367253,
Serbia,SRB,2008,2.744528,0.9485042,
Serbia,SRB,2009,3.1370068,0.9523232,
Serbia,SRB,2010,2.4189556,1.081904,
Serbia,SRB,2011,2.4305594,1.0103025,
Serbia,SRB,2012,1.9473718,0.9884904,
Serbia,SRB,2013,2.532648,1.1946782,
Serbia,SRB,2014,2.237372,0.9430017,
Serbia,SRB,2015,1.9403642,0.7668857,Europe
Serbia,SRB,2016,2.1701927,0.9745746,
Serbia,SRB,2017,1.703885,0.6435295,
Serbia,SRB,2018,2.1598744,0.7237394,
Serbia,SRB,2019,1.6906345,0.72687775,
Serbia,SRB,2020,1.7577178,0.574307,
Serbia,SRB,2021,1.4297518,0.71059024,
Serbia and Montenegro,OWID_SRM,2015,,,Europe
Serbia excluding Kosovo,OWID_SEK,2015,,,Europe
Seychelles,SYC,2004,19.050743,4.353154,
Seychelles,SYC,2006,14.4851265,6.0203185,
Seychelles,SYC,2007,14.504519,3.3671982,
Seychelles,SYC,2008,10.450572,2.7451475,
Seychelles,SYC,2009,23.942623,6.3274693,
Seychelles,SYC,2010,16.191685,2.8721418,
Seychelles,SYC,2011,22.548416,11.159501,
Seychelles,SYC,2012,7.18461,0.96996856,
Seychelles,SYC,2013,22.741035,14.123476,
Seychelles,SYC,2014,26.465828,5.2544765,
Seychelles,SYC,2015,,,Africa
Sierra Leone,SLE,2015,,,Africa
Singapore,SGP,2006,0.5266438,0.22644897,
Singapore,SGP,2007,0.5452078,0.21940954,
Singapore,SGP,2008,0.64271367,0.46829286,
Singapore,SGP,2009,0.50135887,0.28952527,
Singapore,SGP,2010,0.59621793,0.1209674,
Singapore,SGP,2011,0.3635938,0.23705839,
Singapore,SGP,2012,0.17826745,0.23289846,
Singapore,SGP,2013,0.3849071,0.22898823,
Singapore,SGP,2014,0.24067703,0.2629563,
Singapore,SGP,2015,0.37265655,0.11118365,Asia
Singapore,SGP,2016,0.36851725,0.25669253,
Singapore,SGP,2017,0.19915347,0.18170354,
Singapore,SGP,2018,0.06580693,0.25222108,
Singapore,SGP,2019,0.16304849,0.25001496,
Singapore,SGP,2020,0.16181165,0.17731395,
Singapore,SGP,2021,0.12872103,0.070582464,
Sint Maarten (Dutch part),SXM,2015,,,North America
Slovakia,SVK,2000,3.6367297,1.2299,
Slovakia,SVK,2001,3.2547383,1.1935425,
Slovakia,SVK,2002,2.7574284,1.7727433,
Slovakia,SVK,2003,3.4471598,1.700723,
Slovakia,SVK,2004,2.7570267,1.3027328,
Slovakia,SVK,2005,2.3347518,1.1579335,
Slovakia,SVK,2006,2.5634682,0.5427725,
Slovakia,SVK,2007,2.0652583,1.0131357,
Slovakia,SVK,2008,2.3693504,0.868029,
Slovakia,SVK,2009,1.7549555,1.1561623,
Slovakia,SVK,2010,1.9422475,1.1188912,
Slovakia,SVK,2011,2.1673887,1.1180089,
Slovakia,SVK,2012,1.7082509,0.6486463,
Slovakia,SVK,2013,1.8196969,0.8282507,
Slovakia,SVK,2014,1.7418717,0.68376523,
Slovakia,SVK,2015,1.1345268,0.50356627,Europe
Slovakia,SVK,2016,1.3968086,0.71882766,
Slovakia,SVK,2017,2.0722969,0.6821389,
Slovakia,SVK,2018,1.3540426,0.9325546,
Slovakia,SVK,2019,2.027741,0.5374684,
Slovakia,SVK,2020,1.2384268,1.002862,
Slovakia,SVK,2021,1.1654639,0.645685,
Slovenia,SVN,2004,2.0491562,0.68579715,
Slovenia,SVN,2005,1.0187454,0.9773461,
Slovenia,SVN,2006,0.9112789,0.2924129,
Slovenia,SVN,2007,1.609628,0.7772948,
Slovenia,SVN,2008,0.49948478,0.4840264,
Slovenia,SVN,2009,0.59488845,0.67503357,
Slovenia,SVN,2010,0.6887652,0.76850957,
Slovenia,SVN,2011,0.88102835,0.6705498,
Slovenia,SVN,2012,0.78125113,0.5739674,
Slovenia,SVN,2013,0.8772024,0.28670123,
Slovenia,SVN,2014,0.9730035,0.57297206,
Slovenia,SVN,2015,0.8718928,1.0489928,Europe
Slovenia,SVN,2016,0.76977813,0.1903385,
Slovenia,SVN,2017,0.95613265,0.8550971,
Slovenia,SVN,2018,0.38019326,0.47446096,
Slovenia,SVN,2019,0.6615807,0.66361433,
Slovenia,SVN,2020,0.4703682,0.5689123,
Slovenia,SVN,2021,0.28164452,0.569132,
Solomon Islands,SLB,2015,,,Oceania
Somalia,SOM,2015,,,Africa
Somaliland,OWID_SML,2015,,,Africa
South Africa,ZAF,2006,69.120514,10.571735,
South Africa,ZAF,2007,65.57988,10.294813,
South Africa,ZAF,2008,64.0015,9.683831,
South Africa,ZAF,2009,57.60574,9.770241,
South Africa,ZAF,2010,52.757416,10.209067,
South Africa,ZAF,2011,52.037395,8.8333025,
South Africa,ZAF,2016,59.730473,9.098711,
South Africa,ZAF,2017,63.44376,10.042521,
South Africa,ZAF,2018,65.59834,9.387719,
South Africa,ZAF,2019,66.04521,9.019681,
South Africa,ZAF,2015,,,Africa
South Georgia and the South Sandwich Islands,SGS,2015,,,South America
South Korea,KOR,2011,0.7582442,0.88064826,
South Korea,KOR,2012,0.8716623,0.8811478,
South Korea,KOR,2013,0.6789263,0.7262949,
South Korea,KOR,2014,0.7273835,0.76399654,
South Korea,KOR,2015,0.69308347,0.77780193,Asia
South Korea,KOR,2016,0.630405,0.7535466,
South Korea,KOR,2017,0.5701671,0.594643,
South Korea,KOR,2018,0.5880537,0.59623086,
South Korea,KOR,2019,0.53293246,0.59437966,
South Korea,KOR,2020,0.63316673,0.53193253,
South Korea,KOR,2021,0.5485812,0.49334788,
South Ossetia,OWID_SOS,2015,,,Asia
South Sudan,SSD,2015,,,Africa
Spain,ESP,2001,2.214931,0.63408595,
Spain,ESP,2002,2.1134882,0.6346404,
Spain,ESP,2003,2.005175,0.79621977,
Spain,ESP,2004,1.57286,0.85942554,
Spain,ESP,2005,1.8058119,0.58306634,
Spain,ESP,2006,1.4436789,0.7089233,
Spain,ESP,2007,1.4084724,0.7300944,
Spain,ESP,2008,1.2313066,0.54691666,
Spain,ESP,2009,1.2023772,0.58153105,
Spain,ESP,2010,1.0646541,0.66212225,
Spain,ESP,2011,1.1140987,0.5409687,
Spain,ESP,2012,1.0368277,0.52731496,
Spain,ESP,2013,0.7889938,0.5113501,
Spain,ESP,2014,0.8535674,0.5419307,
Spain,ESP,2015,0.79346454,0.512278,Europe
Spain,ESP,2016,0.7932889,0.4776617,
Spain,ESP,2017,0.8488501,0.47619608,
Spain,ESP,2018,0.7496769,0.4905902,
Spain,ESP,2019,0.88733304,0.5243787,
Spain,ESP,2020,0.77112836,0.49273178,
Spain,ESP,2021,0.8293327,0.40057462,
Sri Lanka,LKA,2008,16.659729,3.3675842,
Sri Lanka,LKA,2009,8.965928,1.9353446,
Sri Lanka,LKA,2010,5.914644,1.583594,
Sri Lanka,LKA,2011,5.399162,1.7243725,
Sri Lanka,LKA,2012,4.954611,1.579732,
Sri Lanka,LKA,2013,4.620065,1.3402112,
Sri Lanka,LKA,2014,4.1632347,1.140616,
Sri Lanka,LKA,2015,3.643795,1.007462,Asia
Sri Lanka,LKA,2016,3.8633595,1.174153,
Sri Lanka,LKA,2017,3.8420045,0.78226095,
Sri Lanka,LKA,2018,3.9466348,0.92237914,
Sri Lanka,LKA,2019,4.7218337,2.221468,
Sudan,SDN,2015,,,Africa
Suriname,SUR,2007,11.437784,5.5680547,
Suriname,SUR,2008,12.284852,3.7691116,
Suriname,SUR,2013,9.200218,1.0663065,
Suriname,SUR,2014,9.113965,2.1096637,
Suriname,SUR,2015,7.986319,3.82632,South America
Suriname,SUR,2016,8.59823,5.504041,
Suriname,SUR,2017,8.516857,3.7411911,
Suriname,SUR,2018,10.460939,2.353938,
Suriname,SUR,2019,8.015055,1.9942565,
Suriname,SUR,2020,13.546755,4.599068,
Suriname,SUR,2021,9.1686945,2.2757013,
Svalbard and Jan Mayen,SJM,2015,,,Europe
Sweden,SWE,1999,1.6525639,0.6418434,
Sweden,SWE,2000,1.3469275,0.8232583,
Sweden,SWE,2001,1.3102401,0.6525448,
Sweden,SWE,2002,1.4648527,0.8048391,
Sweden,SWE,2003,1.3078986,0.5958464,
Sweden,SWE,2004,1.48671,0.89518845,
Sweden,SWE,2005,1.1667213,0.67126435,
Sweden,SWE,2006,1.2238175,0.77851427,
Sweden,SWE,2007,1.7388366,0.6906783,
Sweden,SWE,2008,1.1831939,0.5971785,
Sweden,SWE,2009,1.1780238,0.8234147,
Sweden,SWE,2010,1.369781,0.5733154,
Sweden,SWE,2011,1.1865482,0.5265579,
Sweden,SWE,2012,0.9646166,0.43866497,
Sweden,SWE,2013,1.2654465,0.5384696,
Sweden,SWE,2014,1.2717966,0.513082,
Sweden,SWE,2015,1.6831019,0.5896733,Europe
Sweden,SWE,2016,1.5433933,0.5841698,
Sweden,SWE,2017,1.7039083,0.5388178,
Sweden,SWE,2018,1.4691461,0.6525231,
Sweden,SWE,2019,1.6655802,0.4897586,
Sweden,SWE,2020,1.896898,0.4854442,
Sweden,SWE,2021,1.6879994,0.46201977,
Switzerland,CHE,1990,1.7965431,1.4884739,
Switzerland,CHE,1991,1.6505822,1.24307,
Switzerland,CHE,1992,1.5084404,1.204734,
Switzerland,CHE,1993,1.8145665,1.2265528,
Switzerland,CHE,1994,1.1461562,1.1424105,
Switzerland,CHE,1995,1.2275959,1.1053294,
Switzerland,CHE,1996,1.4985017,0.86427087,
Switzerland,CHE,1997,1.3825225,1.0797223,
Switzerland,CHE,1998,1.3357768,0.814689,
Switzerland,CHE,1999,1.472929,1.0294636,
Switzerland,CHE,2000,0.86228764,1.0548034,
Switzerland,CHE,2001,1.3962561,0.993686,
Switzerland,CHE,2002,1.0315533,1.3256674,
Switzerland,CHE,2003,0.93647844,1.0526161,
Switzerland,CHE,2004,1.0956836,1.0194204,
Switzerland,CHE,2005,1.030784,0.98933446,
Switzerland,CHE,2006,0.6094347,0.988393,
Switzerland,CHE,2007,0.6737648,0.6785888,
Switzerland,CHE,2008,0.76936185,0.6466527,
Switzerland,CHE,2009,0.6305994,0.6872849,
Switzerland,CHE,2010,0.67491823,0.65489256,
Switzerland,CHE,2011,0.5898381,0.5733363,
Switzerland,CHE,2012,0.7097517,0.41968092,
Switzerland,CHE,2013,0.6257798,0.7817555,
Switzerland,CHE,2014,0.41998896,0.57970095,
Switzerland,CHE,2015,0.65894103,0.7169746,Europe
Switzerland,CHE,2016,0.48223454,0.5916406,
Switzerland,CHE,2017,0.5966648,0.46929303,
Switzerland,CHE,2018,0.5210906,0.65229756,
Switzerland,CHE,2019,0.47023246,0.60152143,
Switzerland,CHE,2020,0.46663508,0.6203177,
Switzerland,CHE,2021,0.39406678,0.57111305,
Syria,SYR,2015,,,Asia
Taiwan,TWN,2015,,,Asia
Tajikistan,TJK,2006,4.4019003,1.1239339,
Tajikistan,TJK,2007,2.773385,0.9119182,
Tajikistan,TJK,2008,1.7015017,1.0323879,
Tajikistan,TJK,2009,1.9544688,0.6472955,
Tajikistan,TJK,2010,4.1524377,0.60260135,
Tajikistan,TJK,2011,2.8006063,0.43670315,
Tajikistan,TJK,2020,1.603669,0.21089405,
Tajikistan,TJK,2015,,,Asia
Tanzania,TZA,2010,15.052265,2.3981376,
Tanzania,TZA,2011,15.746498,2.3597085,
Tanzania,TZA,2012,15.206431,2.1437988,
Tanzania,TZA,2013,13.230012,1.9725648,
Tanzania,TZA,2015,11.890702,2.5147774,Africa
Tanzania,TZA,2016,10.446339,2.3125513,
Tanzania,TZA,2017,9.404635,1.8804295,
Tanzania,TZA,2018,7.6361613,1.8496411,
Tanzania,TZA,2019,7.549866,1.606776,
Tanzania,TZA,2020,5.758733,1.7003392,
Thailand,THA,1995,12.993987,2.3784015,
Thailand,THA,1996,12.523964,2.43328,
Thailand,THA,1997,13.349574,2.4690154,
Thailand,THA,1998,14.926421,2.5930886,
Thailand,THA,1999,13.763496,2.5719645,
Thailand,THA,2000,13.646281,2.8185403,
Thailand,THA,2002,12.145053,2.1398838,
Thailand,THA,2003,17.191772,2.8956566,
Thailand,THA,2004,11.728674,1.5181452,
Thailand,THA,2005,12.923295,1.8586735,
Thailand,THA,2006,12.591987,1.722086,
Thailand,THA,2007,11.686331,1.7544311,
Thailand,THA,2008,10.421853,1.5364733,
Thailand,THA,2009,9.641866,1.4245758,
Thailand,THA,2010,9.539553,1.315238,
Thailand,THA,2011,8.491143,1.2718523,
Thailand,THA,2012,8.4035635,1.3462015,
Thailand,THA,2013,7.383697,1.0650305,
Thailand,THA,2014,6.559535,1.1294553,
Thailand,THA,2015,,,Asia
Togo,TGO,2015,,,Africa
Tokelau,TKL,2015,,,Oceania
Tonga,TON,2000,1.9178214,0,
Tonga,TON,2001,9.53707,1.9691823,
Tonga,TON,2002,9.485596,1.9572344,
Tonga,TON,2003,11.318086,0,
Tonga,TON,2004,3.7507267,0,
Tonga,TON,2005,7.4601116,0,
Tonga,TON,2006,14.844229,0,
Tonga,TON,2007,1.850036,0,
Tonga,TON,2008,5.5484657,1.8916823,
Tonga,TON,2009,9.250523,5.6504626,
Tonga,TON,2010,1.8494544,0,
Tonga,TON,2011,3.6981907,0,
Tonga,TON,2012,0,1.866368,
Tonga,TON,2019,1.9232988,1.8883423,
Tonga,TON,2020,3.8393242,,
Tonga,TON,2015,,,Oceania
Transnistria,OWID_TRS,2015,,,Europe
Trinidad and Tobago,TTO,2004,34.760986,3.7790477,
Trinidad and Tobago,TTO,2005,51.271404,5.633518,
Trinidad and Tobago,TTO,2006,49.52525,4.8818417,
Trinidad and Tobago,TTO,2007,52.757877,4.2820287,
Trinidad and Tobago,TTO,2008,71.22186,8.087269,
Trinidad and Tobago,TTO,2009,67.49974,5.6390724,
Trinidad and Tobago,TTO,2010,60.35608,7.4048147,
Trinidad and Tobago,TTO,2011,45.958508,4.1702113,
Trinidad and Tobago,TTO,2012,47.477962,6.2087293,
Trinidad and Tobago,TTO,2013,51.791485,5.34109,
Trinidad and Tobago,TTO,2014,50.33325,6.118886,
Trinidad and Tobago,TTO,2015,54.335743,3.9158683,North America
Trinidad and Tobago,TTO,2017,60.847927,6.9281373,
Trinidad and Tobago,TTO,2018,63.2141,6.174429,
Trinidad and Tobago,TTO,2019,63.173546,8.332704,
Trinidad and Tobago,TTO,2020,46.050686,7.022358,
Tunisia,TUN,2019,7.8487616,1.6922449,
Tunisia,TUN,2020,7.4341054,1.8702549,
Tunisia,TUN,2015,,,Africa
Turkey,TUR,2003,6.6896734,1.7687216,
Turkey,TUR,2004,6.7751055,1.7961066,
Turkey,TUR,2005,7.8109374,1.7787846,
Turkey,TUR,2006,7.4832525,1.5905294,
Turkey,TUR,2007,8.428052,1.7539707,
Turkey,TUR,2008,7.4996223,1.6059842,
Turkey,TUR,2010,6.6104136,1.7400773,
Turkey,TUR,2011,6.529511,1.7033342,
Turkey,TUR,2012,6.905749,1.6167397,
Turkey,TUR,2015,4.548119,1.0384737,Asia
Turkey,TUR,2016,5.551665,1.0925328,
Turkey,TUR,2017,5.130638,1.0365261,
Turkey,TUR,2018,4.2371106,0.9667673,
Turkey,TUR,2019,3.7499745,1.0813478,
Turkey,TUR,2020,4.094069,0.90817094,
Turkey,TUR,2021,4.0056643,1.0263548,
Turkmenistan,TKM,2010,2.883359,1.1249284,
Turkmenistan,TKM,2011,3.096544,0.663546,
Turkmenistan,TKM,2012,1.8534138,1.0503602,
Turkmenistan,TKM,2013,2.0733688,0.9605309,
Turkmenistan,TKM,2014,2.534614,0.62894475,
Turkmenistan,TKM,2015,1.7523962,0.44624537,Asia
Turks and Caicos Islands,TCA,1992,14.879846,0,
Turks and Caicos Islands,TCA,1993,14.15328,0,
Turks and Caicos Islands,TCA,1994,13.485268,14.312294,
Turks and Caicos Islands,TCA,1995,0,13.630478,
Turks and Caicos Islands,TCA,1996,12.317546,0,
Turks and Caicos Islands,TCA,1997,0,24.878716,
Turks and Caicos Islands,TCA,2002,18.941187,0,
Turks and Caicos Islands,TCA,2007,7.473004,7.760059,
Turks and Caicos Islands,TCA,2008,7.163837,7.427765,
Turks and Caicos Islands,TCA,2009,13.760837,0,
Turks and Caicos Islands,TCA,2013,17.62684,6.0331826,
Turks and Caicos Islands,TCA,2014,11.288275,0,
Turks and Caicos Islands,TCA,2015,,,North America
Tuscany,OWID_TUS,2015,,,Europe
Tuvalu,TUV,2015,,,Oceania
Two Sicilies,OWID_SIC,2015,,,Europe
USSR,OWID_USS,2015,,,Europe
Uganda,UGA,2008,16.056326,2.4818442,
Uganda,UGA,2010,16.083567,3.6529992,
Uganda,UGA,2011,18.358295,4.3964806,
Uganda,UGA,2012,19.69066,4.2617764,
Uganda,UGA,2013,17.633646,4.4223657,
Uganda,UGA,2014,20.26628,4.5677094,
Uganda,UGA,2016,18.66581,4.6439166,
Uganda,UGA,2017,19.678804,4.1076207,
Uganda,UGA,2015,,,Africa
Ukraine,UKR,1990,7.4611406,2.8060856,
Ukraine,UKR,1991,7.860642,2.7678301,
Ukraine,UKR,1992,10.295446,3.238668,
Ukraine,UKR,1993,11.224331,3.607029,
Ukraine,UKR,1994,12.977233,4.073271,
Ukraine,UKR,1995,13.792602,4.167092,
Ukraine,UKR,1996,15.154635,4.934258,
Ukraine,UKR,1997,13.09078,4.4093094,
Ukraine,UKR,1998,13.018972,4.471462,
Ukraine,UKR,1999,13.134432,4.7170763,
Ukraine,UKR,2000,13.735987,4.986759,
Ukraine,UKR,2001,15.034627,5.711779,
Ukraine,UKR,2002,13.435259,5.1000156,
Ukraine,UKR,2003,12.612169,4.944549,
Ukraine,UKR,2004,10.887906,4.36465,
Ukraine,UKR,2005,9.564565,3.7961783,
Ukraine,UKR,2006,9.535375,3.6198628,
Ukraine,UKR,2008,8.134694,2.975944,
Ukraine,UKR,2009,7.2612834,2.8516285,
Ukraine,UKR,2010,6.5737433,2.4505413,
Ukraine,UKR,2017,11.069677,1.9232283,
Ukraine,UKR,2015,,,Europe
United Arab Emirates,ARE,2010,0.794391,0.7779861,
United Arab Emirates,ARE,2011,0.58166677,0.62906927,
United Arab Emirates,ARE,2012,0.8332745,0.7009525,
United Arab Emirates,ARE,2013,0.6168341,0.73867124,
United Arab Emirates,ARE,2014,0.70802647,0.64628726,
United Arab Emirates,ARE,2015,0.7918292,0.38063163,Asia
United Arab Emirates,ARE,2019,0.6673068,0.7587133,
United Arab Emirates,ARE,2020,0.7876,0.49788037,
United Arab Emirates,ARE,2021,0.52211004,0.35049504,
United Kingdom,GBR,2005,1.8039039,0.9766926,
United Kingdom,GBR,2006,1.7976329,1.0471637,
United Kingdom,GBR,2007,1.7837768,1.0808296,
United Kingdom,GBR,2008,1.5478969,0.9326343,
United Kingdom,GBR,2009,1.5750393,0.7099888,
United Kingdom,GBR,2010,1.536336,0.8848255,
United Kingdom,GBR,2011,1.4370463,0.6034259,
United Kingdom,GBR,2012,1.244106,0.7298715,
United Kingdom,GBR,2013,1.1939123,0.6897826,
United Kingdom,GBR,2014,1.1969659,0.6304787,
United Kingdom,GBR,2015,1.4152439,0.59616756,Europe
United Kingdom,GBR,2016,1.8107425,0.6097416,
United Kingdom,GBR,2017,1.7155434,0.74670607,
United Kingdom,GBR,2018,1.5037465,0.77567273,
United Kingdom,GBR,2019,1.7105391,0.6004745,
United Kingdom,GBR,2020,1.4431331,0.57164586,
United States,USA,1990,15.052632,4.0719156,
United States,USA,1991,15.636087,4.2349014,
United States,USA,1992,14.81658,4.0180225,
United States,USA,1993,14.938132,4.2220263,
United States,USA,1994,14.229201,3.754143,
United States,USA,1995,12.70753,3.7221084,
United States,USA,1996,11.465545,3.2865655,
United States,USA,1997,10.502437,2.9962423,
United States,USA,1998,9.462799,2.9535434,
United States,USA,1999,8.54347,2.6703663,
United States,USA,2000,8.542611,2.58731,
United States,USA,2001,10.3658905,3.0781124,
United States,USA,2002,8.780015,2.5697193,
United States,USA,2003,8.951839,2.5006468,
United States,USA,2004,8.700571,2.3810325,
United States,USA,2005,9.013995,2.363193,
United States,USA,2006,9.2467985,2.4026768,
United States,USA,2007,9.017945,2.3945882,
United States,USA,2008,8.552866,2.3113804,
United States,USA,2009,7.8101616,2.2549665,
United States,USA,2010,7.4448924,2.0967643,
United States,USA,2011,7.369909,2.0489032,
United States,USA,2012,7.3984547,2.0570815,
United States,USA,2013,7.0718336,1.9598825,
United States,USA,2014,6.901258,1.9541136,
United States,USA,2015,7.8191986,2.031329,North America
United States,USA,2016,8.459865,2.2483604,
United States,USA,2017,8.329064,2.2185776,
United States,USA,2018,7.706149,2.2042923,
United States,USA,2019,7.894992,2.127312,
United States,USA,2020,10.342341,2.567049,
United States,USA,2021,10.762804,2.9247866,
United States Minor Outlying Islands,UMI,2015,,,Oceania
United States Virgin Islands,VIR,1997,47.212494,10.918818,
United States Virgin Islands,VIR,1998,44.8798,3.5957966,
United States Virgin Islands,VIR,1999,44.57235,7.1142097,
United States Virgin Islands,VIR,2000,38.707554,5.308278,
United States Virgin Islands,VIR,2001,50.440384,3.5423307,
United States Virgin Islands,VIR,2002,69.97968,8.883835,
United States Virgin Islands,VIR,2003,54.611237,5.355565,
United States Virgin Islands,VIR,2004,70.51979,1.7955416,
United States Virgin Islands,VIR,2005,66.72685,5.402777,
United States Virgin Islands,VIR,2006,76.486336,7.2039623,
United States Virgin Islands,VIR,2007,78.44137,5.4041395,
United States Virgin Islands,VIR,2008,86.320206,3.6030192,
United States Virgin Islands,VIR,2009,94.25071,3.601073,
United States Virgin Islands,VIR,2010,96.57551,12.634353,
United States Virgin Islands,VIR,2011,83.33664,5.4464746,
United States Virgin Islands,VIR,2012,99.959015,3.6528013,
United States Virgin Islands,VIR,2015,,,North America
Uruguay,URY,2006,9.926751,2.4992015,
Uruguay,URY,2007,10.094546,1.8563385,
Uruguay,URY,2008,11.003508,2.5469632,
Uruguay,URY,2009,11.223571,2.598935,
Uruguay,URY,2010,10.141919,2.3622954,
Uruguay,URY,2011,9.742775,2.356426,
Uruguay,URY,2012,14.077706,2.1783407,
Uruguay,URY,2013,12.622638,3.0871396,
Uruguay,URY,2014,13.251253,2.9075062,
Uruguay,URY,2015,14.78434,2.842223,South America
Uruguay,URY,2016,13.456845,2.3808875,
Uruguay,URY,2017,13.77932,3.111657,
Uruguay,URY,2018,21.956558,3.2217534,
Uruguay,URY,2019,20.85409,2.7129962,
Uruguay,URY,2020,18.070488,2.1482022,
Uruguay,URY,2021,15.968747,2.2640212,
Uzbekistan,UZB,2015,3.2947865,1.3962132,Asia
Uzbekistan,UZB,2016,3.1715083,1.641249,
Uzbekistan,UZB,2017,2.4154084,1.2840631,
Uzbekistan,UZB,2018,1.8358396,1.0852661,
Uzbekistan,UZB,2019,1.5640802,0.8372958,
Uzbekistan,UZB,2020,1.7171947,0.9609005,
Uzbekistan,UZB,2021,1.7593354,1.0511137,
Vanuatu,VUT,2019,0.65295887,0.661133,
Vanuatu,VUT,2020,0,0.64556736,
Vanuatu,VUT,2015,,,Oceania
Vatican,VAT,2015,,,Europe
Venezuela,VEN,1990,23.099789,1.8985691,
Venezuela,VEN,1992,29.234426,2.2459507,
Venezuela,VEN,1993,37.527664,2.9182992,
Venezuela,VEN,1994,40.587715,3.0481567,
Venezuela,VEN,1996,40.68958,3.1644843,
Venezuela,VEN,1997,33.51425,3.0820746,
Venezuela,VEN,1998,35.43459,3.1971014,
Venezuela,VEN,1999,46.214348,3.529911,
Venezuela,VEN,2000,61.280205,4.268153,
Venezuela,VEN,2001,59.984035,3.8957338,
Venezuela,VEN,2002,69.153694,6.682478,
Venezuela,VEN,2003,82.536255,5.3582516,
Venezuela,VEN,2004,69.49783,4.56704,
Venezuela,VEN,2005,70.52373,4.174766,
Venezuela,VEN,2006,85.51474,4.9415264,
Venezuela,VEN,2007,90.764114,4.880612,
Venezuela,VEN,2008,99.31469,5.2559185,
Venezuela,VEN,2009,93.537544,5.3671746,
Venezuela,VEN,2010,85.81875,5.4827247,
Venezuela,VEN,2011,91.647934,5.515718,
Venezuela,VEN,2012,103.04959,6.362091,
Venezuela,VEN,2015,96.16431,4.764969,South America
Venezuela,VEN,2016,106.51671,5.2143054,
Venezuela,VEN,2017,89.97765,5.123649,
Vietnam,VNM,2015,,,Asia
